customerID,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,PaperlessBilling,Churn
5834-ASPWA,Month-to-month,1,75.45,75.45,Electronic check,No,Yes,Yes
0701-RFGFI,Month-to-month,49,95.4,4613.95,Bank transfer (automatic),No,Yes,No
0019-EFAEP,Two year,72,101.3,7261.25,Bank transfer (automatic),No,Yes,No
5619-PTMIK,Month-to-month,46,53.1,2459.8,Electronic check,No,No,No
3737-XBQDD,Month-to-month,24,84.85,2048.8,Bank transfer (automatic),No,Yes,No
5882-CMAZQ,Month-to-month,5,34.25,163.55,Electronic check,Yes,No,No
5846-QFDFI,Month-to-month,33,88.6,2888.7,Credit card (automatic),Yes,No,No
4445-KWOKW,One year,42,60.15,2421.6,Bank transfer (automatic),No,Yes,No
3511-APPBJ,One year,23,99.95,2292.75,Credit card (automatic),No,Yes,No
7967-HYCDE,Month-to-month,8,70.7,553.4,Bank transfer (automatic),No,No,No
2430-RRYUW,One year,66,54.8,3465.7,Mailed check,No,Yes,No
3948-XHGNA,Month-to-month,24,49.55,1210.4,Bank transfer (automatic),No,Yes,Yes
3723-BFBGR,Month-to-month,24,54.8,1291.3,Credit card (automatic),No,No,No
0565-IYCGT,One year,69,78.6,5356.45,Credit card (automatic),Yes,Yes,Yes
5447-WZAFP,One year,53,100.3,5200.8,Mailed check,No,Yes,No
5110-CHOPY,Two year,60,53.6,3237.05,Electronic check,No,No,No
5445-UTODQ,Month-to-month,7,81.1,576.65,Electronic check,No,Yes,Yes
4425-OWHWB,One year,20,19.35,433.75,Credit card (automatic),No internet service,Yes,No
7892-QVYKW,Month-to-month,23,85.6,1868.4,Electronic check,No,No,No
9675-ICXCT,Two year,72,80.8,5728.55,Electronic check,Yes,Yes,No
1024-VRZHF,Month-to-month,11,74.95,825.7,Electronic check,No,Yes,Yes
4703-MQYKT,Two year,21,19.6,390.4,Mailed check,No internet service,No,No
9497-QCMMS,Month-to-month,1,93.55,93.55,Electronic check,No,Yes,Yes
5692-ICXLW,Month-to-month,31,90.7,2845.15,Electronic check,No,Yes,No
0602-DDUML,Two year,57,69.75,3894.4,Mailed check,Yes,No,No
2208-MPXIO,Two year,45,20.0,886.4,Bank transfer (automatic),No internet service,Yes,No
1960-UYCNN,Month-to-month,10,95.25,1021.55,Electronic check,No,Yes,No
0348-SDKOL,Month-to-month,58,102.1,5885.4,Credit card (automatic),Yes,Yes,Yes
3190-FZATL,Month-to-month,14,19.95,268.4,Mailed check,No internet service,No,No
7336-RLLRH,One year,27,80.85,2204.35,Mailed check,Yes,No,No
4373-MAVJG,Month-to-month,14,90.9,1259.0,Bank transfer (automatic),No,Yes,Yes
8901-HJXTF,Month-to-month,12,29.2,309.1,Mailed check,No,No,Yes
7710-JSYOA,Two year,69,93.3,6398.05,Bank transfer (automatic),Yes,Yes,No
5419-KLXBN,Month-to-month,25,89.15,2257.75,Bank transfer (automatic),No,Yes,Yes
3424-NMNBO,One year,58,108.85,6287.25,Electronic check,No,Yes,Yes
9885-MFVSU,Two year,35,46.35,1662.05,Credit card (automatic),Yes,Yes,No
4514-GFCFI,Month-to-month,16,84.75,1350.15,Electronic check,No,Yes,Yes
0607-MVMGC,One year,45,78.75,3600.65,Credit card (automatic),No,No,No
3365-SAIGS,Month-to-month,17,83.55,1329.15,Electronic check,No,Yes,No
9828-AOQLM,Month-to-month,1,45.7,45.7,Electronic check,No,Yes,Yes
8022-BECSI,One year,22,19.6,422.5,Mailed check,No internet service,No,No
8000-REIQB,Month-to-month,1,69.95,69.95,Electronic check,No,Yes,Yes
9993-LHIEB,Two year,67,67.85,4627.65,Mailed check,Yes,No,No
0266-CLZKZ,Two year,67,105.65,6717.9,Bank transfer (automatic),Yes,Yes,No
7615-ESMYF,Month-to-month,2,44.6,97.1,Electronic check,No,No,Yes
3858-VOBET,Month-to-month,23,74.95,1710.45,Electronic check,No,Yes,Yes
7020-OZKXZ,Month-to-month,9,75.5,637.4,Credit card (automatic),No,No,No
3977-QCRSL,Month-to-month,5,20.15,117.95,Mailed check,No internet service,No,No
0017-DINOC,Two year,54,45.2,2460.55,Credit card (automatic),Yes,No,No
1447-PJGGA,Two year,57,95.25,5464.65,Electronic check,No,Yes,Yes
8565-CLBZW,Month-to-month,24,89.85,2165.05,Mailed check,No,Yes,Yes
9139-WQQDY,One year,49,100.45,4941.8,Mailed check,No,No,Yes
0224-HJAPT,Month-to-month,5,47.15,223.15,Electronic check,No,No,Yes
8086-OVPWV,Month-to-month,2,80.2,181.1,Electronic check,No,Yes,Yes
9430-FRQOC,Month-to-month,4,87.1,341.45,Mailed check,Yes,Yes,Yes
7639-OPLNG,Two year,70,79.25,5731.85,Bank transfer (automatic),Yes,Yes,No
3074-GQWYX,Month-to-month,5,75.9,357.75,Bank transfer (automatic),No,Yes,Yes
1492-QGCLU,Month-to-month,53,85.7,4616.1,Electronic check,Yes,No,No
6845-RGTYS,Month-to-month,47,98.75,4533.7,Electronic check,No,Yes,Yes
7328-OWMOM,One year,31,20.1,589.25,Credit card (automatic),No internet service,No,No
4418-LZMSV,Month-to-month,13,61.8,750.1,Bank transfer (automatic),Yes,No,No
5155-AZQPB,Month-to-month,28,49.9,1410.25,Mailed check,No,No,No
8861-HGGKB,Month-to-month,10,86.45,830.85,Electronic check,No,No,Yes
1087-GRUYI,Two year,38,20.4,743.5,Bank transfer (automatic),No internet service,No,No
7065-YUNRY,Month-to-month,1,45.3,45.3,Mailed check,No,Yes,Yes
7694-VLBWQ,One year,67,104.1,7040.85,Electronic check,No,No,Yes
2546-KZAAT,One year,52,75.4,3865.45,Mailed check,No,Yes,No
0181-RITDD,Two year,62,108.15,6825.65,Mailed check,Yes,No,No
5989-PGKJB,Month-to-month,16,86.25,1340.1,Electronic check,No,Yes,No
4795-KTRTH,Month-to-month,5,81.0,371.65,Electronic check,No,Yes,Yes
8272-ONJLV,One year,12,95.7,1184.0,Electronic check,No,No,No
1488-PBLJN,Two year,72,116.85,8477.7,Bank transfer (automatic),Yes,Yes,No
0308-GIQJT,One year,71,105.75,7382.85,Bank transfer (automatic),Yes,No,No
3778-FOAQW,One year,24,20.15,456.85,Mailed check,No internet service,No,No
4452-ROHMO,Two year,15,19.6,331.6,Mailed check,No internet service,No,No
6481-OGDOO,One year,67,90.6,6056.15,Credit card (automatic),No,Yes,Yes
3090-LETTY,Month-to-month,2,60.95,134.6,Bank transfer (automatic),No,No,No
5349-AZPEW,Month-to-month,5,25.05,125.5,Mailed check,No,No,No
3753-TSEMP,Month-to-month,15,88.15,1390.6,Electronic check,No,No,Yes
8305-VHZBZ,Month-to-month,1,20.2,20.2,Mailed check,No internet service,Yes,Yes
9720-JJJOR,One year,41,60.3,2511.3,Bank transfer (automatic),No,Yes,No
8100-HZZLJ,Month-to-month,43,63.95,2737.05,Electronic check,No,Yes,No
8775-ERLNB,Month-to-month,1,74.3,74.3,Electronic check,No,No,No
8309-IEYJD,Month-to-month,1,70.6,70.6,Mailed check,No,Yes,No
9172-JITSM,Month-to-month,26,90.8,2361.8,Electronic check,No,Yes,Yes
6298-QDFNH,Month-to-month,22,79.35,1730.35,Electronic check,No,Yes,Yes
7398-HPYZQ,Two year,71,90.55,6404.0,Bank transfer (automatic),Yes,No,No
3546-GHEAE,Two year,7,19.45,165.35,Mailed check,No internet service,No,No
7361-YPXFS,Month-to-month,28,64.45,1867.6,Bank transfer (automatic),Yes,No,No
6557-BZXLQ,Month-to-month,16,69.65,1043.3,Electronic check,No,No,No
2550-QHZGP,One year,7,19.5,128.6,Mailed check,No internet service,No,No
7519-JTWQH,Two year,69,110.5,7455.45,Bank transfer (automatic),Yes,Yes,No
2538-OIMXF,Month-to-month,1,24.7,24.7,Mailed check,No,No,No
8543-MSDMF,Month-to-month,3,77.4,206.15,Electronic check,No,Yes,No
9961-JBNMK,Month-to-month,21,96.8,2030.3,Bank transfer (automatic),No,Yes,Yes
1170-SASML,Month-to-month,69,85.4,5869.4,Bank transfer (automatic),No,Yes,No
4872-JCVCA,Two year,71,47.6,3377.8,Bank transfer (automatic),Yes,Yes,No
5346-BZCHP,Two year,69,19.4,1346.2,Mailed check,No internet service,No,No
2038-LLMLM,Month-to-month,48,103.85,4946.05,Electronic check,Yes,Yes,No
6173-ITPWD,Month-to-month,47,83.35,4065.0,Bank transfer (automatic),No,Yes,Yes
9734-UYXQI,Month-to-month,2,49.4,106.55,Electronic check,No,Yes,Yes
1216-BGTSP,Month-to-month,45,108.45,4964.7,Credit card (automatic),Yes,Yes,No
4138-NAXED,Month-to-month,51,81.0,4085.75,Bank transfer (automatic),No,No,No
2189-UXTKY,Month-to-month,22,79.2,1742.75,Electronic check,Yes,Yes,Yes
0744-BIKKF,Two year,72,86.65,6224.8,Bank transfer (automatic),Yes,No,No
7483-IQWIB,Month-to-month,37,92.95,3415.25,Electronic check,No,Yes,No
5248-KWLAR,Two year,71,90.35,6325.25,Electronic check,Yes,No,No
4958-GZWIY,Month-to-month,7,48.7,340.25,Electronic check,No,No,Yes
7996-MHXLW,Two year,66,25.15,1683.6,Credit card (automatic),No internet service,Yes,No
7833-PKIHD,One year,51,76.4,3966.3,Bank transfer (automatic),Yes,Yes,No
7061-OVMIM,One year,30,19.55,608.5,Bank transfer (automatic),No internet service,No,No
5153-RTHKF,Month-to-month,34,85.35,2896.6,Electronic check,No,No,No
1852-QSWCD,Two year,64,24.8,1514.85,Mailed check,No internet service,Yes,No
4832-VRBMR,One year,65,103.15,6792.45,Bank transfer (automatic),No,Yes,No
9079-LWTFD,Month-to-month,47,100.75,4669.2,Mailed check,Yes,No,No
6356-ELRKD,Month-to-month,1,95.6,95.6,Electronic check,No,Yes,Yes
8624-GIOUT,Month-to-month,49,59.75,2934.3,Credit card (automatic),No,Yes,Yes
3392-EHMNK,Two year,67,94.1,6302.8,Credit card (automatic),Yes,No,No
5986-WWXDV,One year,39,19.35,779.2,Bank transfer (automatic),No internet service,No,No
3061-BCKYI,Month-to-month,14,19.9,283.75,Mailed check,No internet service,No,No
6179-GJPSO,Month-to-month,43,108.15,4600.7,Credit card (automatic),Yes,Yes,Yes
7901-TBKJX,Month-to-month,56,101.05,5594.0,Electronic check,No,Yes,No
7228-PAQPD,One year,14,59.1,772.85,Credit card (automatic),Yes,No,No
3177-LASXD,Month-to-month,1,71.35,71.35,Electronic check,No,No,Yes
7746-QYVCO,One year,16,55.85,857.8,Mailed check,No,Yes,No
5804-HYIEZ,Month-to-month,70,106.05,7554.05,Electronic check,No,Yes,No
9919-FZDED,Two year,72,84.1,5981.65,Credit card (automatic),No,Yes,No
5934-TSSAU,Month-to-month,23,75.3,1702.9,Credit card (automatic),No,Yes,No
3486-KHMLI,Month-to-month,21,24.7,467.15,Mailed check,No internet service,No,No
4897-QSUYC,Month-to-month,1,20.15,20.15,Mailed check,No internet service,Yes,Yes
1084-UQCHV,Month-to-month,1,69.75,69.75,Bank transfer (automatic),No,No,Yes
8290-YWKHZ,Month-to-month,32,93.2,2931.0,Electronic check,No,Yes,Yes
2955-BJZHG,Month-to-month,17,80.85,1400.85,Electronic check,No,No,Yes
3806-DXQOM,Month-to-month,4,33.65,137.85,Electronic check,No,Yes,Yes
6784-XYJAE,One year,36,55.8,1941.5,Electronic check,No,No,No
3933-DQPWX,Two year,50,39.7,1932.75,Credit card (automatic),Yes,No,No
6661-EIPZC,Month-to-month,48,29.5,1423.05,Credit card (automatic),Yes,Yes,No
8957-THMOA,Two year,50,20.15,970.85,Credit card (automatic),No internet service,No,No
2251-PYLPB,Two year,72,79.55,5810.9,Credit card (automatic),Yes,No,No
5555-RNPGT,Month-to-month,10,24.8,223.9,Credit card (automatic),No internet service,No,No
1057-FOGLZ,Month-to-month,18,19.65,391.7,Mailed check,No internet service,No,No
9300-RENDD,Month-to-month,1,79.95,79.95,Electronic check,No,Yes,Yes
0761-AETCS,Month-to-month,1,19.3,19.3,Electronic check,No internet service,No,Yes
8087-LGYHQ,Month-to-month,9,94.05,811.65,Electronic check,No,Yes,No
4137-BTIKL,Month-to-month,2,90.75,174.75,Mailed check,No,No,No
2190-BCXEC,Month-to-month,40,78.85,3126.85,Credit card (automatic),Yes,Yes,No
6227-FBDXH,One year,69,99.5,6841.45,Bank transfer (automatic),No,No,No
2153-MREFK,One year,37,99.2,3754.6,Electronic check,Yes,Yes,Yes
2911-WDXMV,Month-to-month,18,80.55,1406.65,Credit card (automatic),No,Yes,No
7206-PQBBZ,Month-to-month,11,70.2,834.7,Electronic check,No,Yes,No
3106-ULWFW,Month-to-month,8,85.2,627.4,Credit card (automatic),No,Yes,Yes
0925-VYDLG,Month-to-month,3,75.25,242.0,Electronic check,No,No,Yes
4547-FZJWE,One year,55,59.45,3157.0,Credit card (automatic),No,No,No
7422-WNBTY,Month-to-month,33,93.35,3092.0,Electronic check,No,Yes,No
0842-IWYCP,Month-to-month,46,44.95,2168.9,Bank transfer (automatic),No,No,No
3521-HTQTV,Two year,34,26.1,980.35,Bank transfer (automatic),No internet service,No,No
3744-ZBHON,Month-to-month,3,20.2,65.95,Electronic check,No internet service,No,No
3373-DIUUN,Two year,30,21.25,711.9,Mailed check,No internet service,No,No
8383-SGHJU,One year,33,59.4,1952.8,Electronic check,Yes,No,No
7607-QKKTJ,One year,45,95.0,4368.85,Credit card (automatic),No,Yes,No
7707-PYBBH,Month-to-month,40,61.9,2647.1,Mailed check,Yes,Yes,No
8984-HPEMB,Two year,71,118.65,8477.6,Electronic check,Yes,Yes,No
4349-GFQHK,Month-to-month,1,54.35,54.35,Electronic check,No,No,Yes
4139-DETXS,Two year,72,64.45,4528.0,Bank transfer (automatic),Yes,No,No
9779-DPNEJ,Month-to-month,22,80.15,1790.65,Electronic check,No,Yes,No
9805-FILKB,One year,46,20.2,845.6,Bank transfer (automatic),No internet service,Yes,No
5793-YOLJN,Two year,55,21.0,1210.3,Mailed check,No internet service,No,No
0673-IGUQO,Month-to-month,1,20.45,20.45,Mailed check,No internet service,No,No
4123-FCVCB,One year,12,75.85,854.45,Mailed check,Yes,Yes,No
8819-IMISP,Month-to-month,31,80.45,2429.1,Electronic check,No,Yes,No
7802-EFKNY,Month-to-month,5,24.95,100.4,Electronic check,No,Yes,Yes
8311-UEUAB,Two year,67,75.5,5229.45,Electronic check,No,Yes,No
5858-EAFCZ,Month-to-month,1,44.45,44.45,Mailed check,No,No,No
8035-BUYVG,One year,40,42.35,1716.45,Electronic check,No,Yes,Yes
1163-ONYEY,Month-to-month,41,74.55,3023.55,Credit card (automatic),No,Yes,No
9787-XVQIU,Month-to-month,1,75.3,75.3,Electronic check,No,Yes,Yes
8945-MUQUF,One year,51,94.8,4837.6,Electronic check,No,Yes,Yes
5656-MJEFC,Two year,42,48.15,2032.3,Credit card (automatic),Yes,No,No
6082-OQFBA,One year,23,19.65,436.9,Mailed check,No internet service,No,No
8051-HJRLT,Month-to-month,1,70.55,70.55,Electronic check,No,Yes,Yes
8974-OVACP,Month-to-month,1,20.15,20.15,Mailed check,No internet service,No,No
4010-YLMVT,Month-to-month,56,106.6,5893.95,Credit card (automatic),No,Yes,No
1379-FRVEB,Month-to-month,15,91.0,1430.05,Electronic check,No,Yes,No
8612-GXIDD,Two year,12,25.4,313.0,Bank transfer (automatic),No internet service,Yes,No
6288-CHQJB,Two year,54,69.95,3871.85,Bank transfer (automatic),Yes,No,No
8160-HOWOX,Month-to-month,7,66.85,458.1,Electronic check,No,Yes,No
3023-GFLBR,Month-to-month,33,86.15,2745.7,Credit card (automatic),No,No,Yes
6648-INWPS,Month-to-month,16,20.15,341.35,Electronic check,No internet service,No,No
4223-BKEOR,One year,21,64.85,1336.8,Mailed check,No,No,No
4079-VTGLK,Two year,30,74.85,2181.75,Electronic check,No,No,No
1763-WQFUK,Month-to-month,3,50.5,147.75,Mailed check,Yes,Yes,No
1391-UBDAR,Month-to-month,11,72.9,818.45,Electronic check,No,No,No
8894-JVDCV,One year,62,115.05,7133.45,Credit card (automatic),Yes,Yes,No
2023-VQFDL,Month-to-month,18,19.0,348.8,Electronic check,No internet service,No,No
1345-GKDZZ,Month-to-month,6,19.55,128.6,Mailed check,No internet service,No,No
2014-MKGMH,One year,46,101.1,4674.4,Electronic check,No,Yes,No
5628-FCGYG,Month-to-month,21,84.1,1737.45,Electronic check,No,Yes,No
2560-WBWXF,Two year,68,24.15,1498.85,Bank transfer (automatic),No internet service,Yes,No
0248-IPDFW,Month-to-month,1,50.1,50.1,Electronic check,No,Yes,No
7978-DKUQH,Month-to-month,25,74.6,1797.75,Electronic check,No,Yes,No
4335-UPJSI,Two year,24,19.75,498.1,Mailed check,No internet service,No,No
0524-IAVZO,Month-to-month,30,85.0,2624.25,Electronic check,No,Yes,Yes
2737-YNGYW,Month-to-month,2,80.55,184.1,Electronic check,No,No,Yes
1784-EZDKJ,One year,51,106.8,5498.8,Bank transfer (automatic),No,Yes,No
9297-FVVDH,Two year,57,84.5,4845.4,Electronic check,Yes,Yes,No
8007-YYPWD,Two year,15,25.05,369.1,Bank transfer (automatic),No internet service,No,No
7101-HRBLJ,Two year,72,83.7,6096.9,Bank transfer (automatic),Yes,Yes,No
5159-YFPKQ,Month-to-month,2,75.8,160.75,Electronic check,No,Yes,Yes
6635-CPNUN,Month-to-month,28,96.6,2684.35,Credit card (automatic),No,No,No
4021-RQSNY,Month-to-month,29,98.5,3004.15,Electronic check,No,Yes,Yes
5453-YBTWV,Two year,70,101.1,6994.8,Credit card (automatic),Yes,Yes,No
5039-LZRQT,One year,13,20.2,273.25,Mailed check,No internet service,No,No
2931-VUVJN,One year,59,94.05,5483.9,Electronic check,Yes,Yes,No
9061-TIHDA,Month-to-month,13,95.25,1233.65,Electronic check,No,Yes,Yes
8699-ASUFO,Month-to-month,7,74.4,527.9,Mailed check,No,Yes,Yes
6418-PIQSP,Two year,62,81.0,4985.9,Mailed check,Yes,No,No
8220-OCUFY,One year,21,60.25,1258.35,Electronic check,Yes,Yes,No
3995-WFCSM,Month-to-month,2,60.85,111.4,Electronic check,No,No,No
1895-QTKDO,Month-to-month,1,43.95,43.95,Credit card (automatic),No,No,No
2038-OEQZH,Month-to-month,4,86.05,308.1,Electronic check,No,No,No
1178-PZGAB,One year,19,20.25,383.65,Credit card (automatic),No internet service,No,No
7927-AUXBZ,Month-to-month,30,85.15,2555.9,Electronic check,Yes,No,Yes
2626-VEEWG,Two year,67,19.4,1284.2,Credit card (automatic),No internet service,Yes,No
2878-RMWXY,Two year,72,102.65,7550.3,Credit card (automatic),No,Yes,No
1657-DYMBM,Two year,53,19.9,1110.05,Credit card (automatic),No internet service,No,No
7311-MQJCH,One year,5,19.55,99.6,Electronic check,No internet service,No,No
7375-WMVMT,Two year,71,95.5,6707.15,Credit card (automatic),Yes,Yes,No
1136-XGEQU,One year,50,84.15,4164.4,Credit card (automatic),Yes,Yes,No
2530-FMFXO,Two year,56,103.2,5873.75,Electronic check,Yes,Yes,No
6844-DZKRF,Month-to-month,2,50.2,109.25,Credit card (automatic),Yes,Yes,No
4695-WJZUE,Month-to-month,2,88.55,179.25,Electronic check,No,Yes,Yes
7619-ODSGN,Month-to-month,24,54.75,1338.15,Electronic check,No,No,Yes
5970-GHJAW,Two year,46,19.95,862.4,Credit card (automatic),No internet service,No,No
8879-XUAHX,Two year,71,116.25,8564.75,Electronic check,Yes,Yes,No
3689-MOZGR,Month-to-month,29,31.2,926.2,Electronic check,Yes,Yes,No
4195-PNGZS,Two year,69,24.45,1718.2,Bank transfer (automatic),No internet service,No,No
5003-XZWWO,Two year,71,84.2,5956.85,Credit card (automatic),Yes,No,No
3988-RQIXO,Month-to-month,1,91.3,91.3,Electronic check,No,Yes,Yes
7622-FWGEW,Two year,56,85.65,4824.45,Bank transfer (automatic),Yes,Yes,No
6922-NCEDI,One year,56,21.2,1238.65,Mailed check,No internet service,Yes,No
2514-GINMM,Month-to-month,1,79.5,79.5,Electronic check,No,Yes,Yes
9891-NQDBD,One year,28,25.55,672.2,Mailed check,No internet service,No,No
6131-IUNXN,Month-to-month,19,20.2,382.2,Mailed check,No internet service,No,No
8548-AWOFC,Month-to-month,66,63.85,4264.6,Electronic check,Yes,No,No
9798-DRYDS,One year,17,61.95,1070.7,Mailed check,Yes,Yes,No
8532-UEFWH,Two year,52,25.75,1345.85,Mailed check,No internet service,No,No
6296-DDOOR,One year,19,58.2,1045.25,Electronic check,No,No,No
7951-VRDVK,One year,36,85.85,3003.55,Bank transfer (automatic),Yes,No,No
5931-FLJJF,Month-to-month,7,70.1,467.55,Mailed check,No,Yes,Yes
4815-YOSUK,One year,72,104.9,7537.5,Credit card (automatic),Yes,Yes,No
2659-VXMWZ,One year,67,111.3,7482.1,Electronic check,No,Yes,Yes
0380-NEAVX,One year,34,99.85,3343.15,Electronic check,No,Yes,No
3207-OYBWH,Month-to-month,57,95.25,5427.05,Bank transfer (automatic),No,Yes,Yes
4285-GYRQC,Month-to-month,7,86.25,587.1,Electronic check,No,Yes,Yes
7216-EWTRS,Month-to-month,1,100.8,100.8,Electronic check,No,Yes,Yes
4365-MSDYN,Month-to-month,8,19.55,161.15,Bank transfer (automatic),No internet service,Yes,No
7036-TYDEC,Two year,69,104.0,7028.5,Electronic check,Yes,No,No
5802-ADBRC,One year,50,104.4,5232.9,Mailed check,No,Yes,No
8076-FEZKJ,One year,10,19.5,225.85,Mailed check,No internet service,No,No
5197-YPYBZ,Two year,12,25.25,274.7,Credit card (automatic),No internet service,No,No
8337-MSSXB,Month-to-month,14,86.3,1180.95,Electronic check,No,Yes,Yes
4312-GVYNH,Two year,70,49.85,3370.2,Bank transfer (automatic),Yes,Yes,No
8495-LJDFO,Month-to-month,64,108.95,7111.3,Bank transfer (automatic),Yes,Yes,No
0839-JTCUD,Two year,66,89.9,5958.85,Credit card (automatic),Yes,No,No
5494-WOZRZ,Two year,71,82.0,5999.85,Credit card (automatic),Yes,Yes,No
1302-UHBDD,Month-to-month,20,89.95,1648.45,Electronic check,No,No,No
2234-EOFPT,Two year,72,79.35,5753.25,Bank transfer (automatic),Yes,Yes,No
8619-IJNDK,Two year,71,64.05,4492.9,Credit card (automatic),Yes,No,No
8378-LKJAF,Month-to-month,38,101.15,3956.7,Credit card (automatic),No,Yes,No
8182-BJDSI,Month-to-month,28,89.95,2625.55,Electronic check,No,Yes,Yes
2528-HFYZX,Month-to-month,17,76.45,1233.4,Electronic check,No,Yes,Yes
1153-GNOLC,One year,33,39.1,1309.0,Electronic check,No,Yes,No
3298-QEICA,Two year,23,34.6,813.45,Mailed check,Yes,No,No
0788-DXBFY,One year,58,19.55,1108.8,Electronic check,No internet service,Yes,No
3597-YASZG,Two year,70,104.45,7349.35,Bank transfer (automatic),Yes,Yes,No
3496-LFSZU,Month-to-month,4,70.5,294.2,Electronic check,No,No,No
5242-UOWHD,Two year,45,20.35,929.2,Mailed check,No internet service,No,No
2482-CZGBB,Month-to-month,10,70.0,740.0,Electronic check,No,Yes,Yes
6479-SZPLM,Two year,36,19.45,754.5,Credit card (automatic),No internet service,No,No
8097-VBQTZ,Month-to-month,54,69.9,3883.3,Mailed check,Yes,Yes,No
4500-HKANN,Two year,23,59.7,1414.2,Mailed check,Yes,No,No
9917-KWRBE,One year,41,78.35,3211.2,Credit card (automatic),No,Yes,No
3420-ZDBMA,Month-to-month,5,71.45,371.6,Mailed check,No,Yes,No
2212-LYASK,One year,27,45.85,1246.4,Credit card (automatic),No,Yes,No
1393-IMKZG,Month-to-month,1,95.85,95.85,Electronic check,Yes,Yes,No
8069-RHUXK,Two year,67,35.7,2545.7,Credit card (automatic),Yes,No,No
3398-GCPMU,Two year,72,89.55,6448.85,Credit card (automatic),Yes,Yes,No
2908-WGAXL,Two year,56,24.95,1468.9,Credit card (automatic),No internet service,Yes,No
3378-AJRAO,One year,44,24.85,1013.6,Electronic check,No internet service,No,No
1013-QCWAM,Month-to-month,66,100.8,6690.75,Electronic check,No,Yes,No
0866-QLSIR,One year,34,64.4,2088.75,Mailed check,Yes,Yes,Yes
6050-FFXES,Two year,69,105.35,7240.65,Bank transfer (automatic),Yes,No,No
7181-BQYBV,Month-to-month,1,102.45,102.45,Electronic check,No,Yes,Yes
0362-RAOQO,Two year,40,19.65,830.25,Credit card (automatic),No internet service,No,No
9554-DFKIC,Month-to-month,30,54.45,1588.7,Bank transfer (automatic),No,Yes,No
5527-ACHSO,Month-to-month,11,70.5,829.3,Mailed check,Yes,No,No
0829-DDVLK,One year,15,20.1,302.45,Credit card (automatic),No internet service,No,No
1399-UBQIU,Month-to-month,11,69.35,712.25,Electronic check,No,Yes,No
1813-JLKWR,One year,64,19.8,1336.65,Bank transfer (automatic),No internet service,No,No
0336-PIKEI,Two year,72,74.4,5360.75,Bank transfer (automatic),Yes,No,No
7322-OCWHC,Two year,72,93.05,6735.05,Bank transfer (automatic),Yes,Yes,No
9537-VHDTA,Month-to-month,1,51.2,51.2,Mailed check,No,No,No
4957-TIALW,One year,15,65.6,1010.0,Credit card (automatic),Yes,No,No
2054-PJOCK,One year,60,80.55,4847.05,Credit card (automatic),Yes,No,No
9150-HEPMB,One year,56,52.7,3019.7,Mailed check,No,No,No
9030-QGZNL,Two year,8,20.85,161.65,Mailed check,No internet service,No,No
6204-IEUXJ,Month-to-month,3,80.1,217.55,Credit card (automatic),Yes,No,Yes
3126-WQMGH,Month-to-month,49,52.15,2583.75,Credit card (automatic),No,Yes,No
4529-CKBCL,Month-to-month,2,80.2,146.05,Electronic check,No,Yes,Yes
2506-CLAKW,Month-to-month,6,98.15,567.45,Bank transfer (automatic),Yes,Yes,Yes
7176-WRTNX,Two year,70,114.95,7711.25,Bank transfer (automatic),Yes,Yes,No
1583-IHQZE,Month-to-month,12,112.95,1384.75,Mailed check,Yes,Yes,Yes
5732-IKGQH,One year,52,104.45,5481.25,Bank transfer (automatic),Yes,Yes,No
9239-GZHZE,Two year,72,113.65,8124.2,Credit card (automatic),Yes,Yes,No
7205-BAIAD,Two year,40,20.6,827.3,Bank transfer (automatic),No internet service,Yes,No
0151-ONTOV,Month-to-month,1,70.9,70.9,Mailed check,No,No,Yes
4140-MUHUG,Month-to-month,3,86.85,220.95,Electronic check,No,Yes,Yes
0093-EXYQL,Month-to-month,40,91.55,3673.6,Electronic check,No,Yes,No
8064-RAVOH,Month-to-month,1,49.85,49.85,Electronic check,No,Yes,No
0219-QAERP,One year,30,19.8,576.65,Credit card (automatic),No internet service,No,No
0320-JDNQG,Month-to-month,23,99.85,2331.3,Electronic check,Yes,Yes,Yes
7180-PISOG,Month-to-month,1,74.5,74.5,Electronic check,No,Yes,Yes
9168-INPSZ,Month-to-month,44,104.15,4495.65,Electronic check,Yes,No,No
3571-RFHAR,Month-to-month,65,109.15,6941.2,Electronic check,Yes,Yes,Yes
0015-UOCOJ,Month-to-month,7,48.2,340.35,Electronic check,No,Yes,No
5334-AFQJB,Two year,72,25.1,1789.9,Credit card (automatic),No internet service,Yes,No
2754-SDJRD,Month-to-month,8,100.15,908.55,Credit card (automatic),Yes,Yes,No
9578-VRMNM,Month-to-month,16,65.2,1043.35,Credit card (automatic),No,Yes,Yes
1587-FKLZB,Month-to-month,66,99.5,6822.15,Credit card (automatic),No,Yes,Yes
6140-QNRQQ,Month-to-month,1,71.55,71.55,Mailed check,No,Yes,Yes
8963-JLGJT,Month-to-month,3,55.9,157.55,Mailed check,No,No,No
4307-KTUMW,Month-to-month,53,93.9,5029.2,Electronic check,No,No,Yes
1465-LNTLJ,Month-to-month,8,64.4,581.7,Credit card (automatic),Yes,Yes,No
5440-FLBQG,Two year,69,108.4,7318.2,Bank transfer (automatic),Yes,Yes,Yes
2135-DQWAQ,Month-to-month,5,85.3,420.45,Mailed check,No,Yes,No
4056-QHXHZ,Two year,72,107.45,7576.7,Mailed check,Yes,No,No
